Cat. Nr.,Common Name,Length,Recordist,Date,Time,Country,Location,Elevation,Type,Remarks,Quality,MP3 Link
XC494073,Helmeted Pygmy Tyrant,0:09,,2019-08-02,8:18,Brazil,"Presidente Figueiredo, Amazonas",70.0,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494073-2-8-2019%208e18%20Caga%20sebinho%20de%20penacho%20Formigueiro%20de%20helmary.mp3
XC494072,Helmeted Pygmy Tyrant,0:21,,2019-08-02,7:46,Brazil,"Presidente Figueiredo, Amazonas",70.0,song,[sono],A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494072-2-8-2019%207e46%20%20Caga%20sebinho%20de%20penacho.mp3
XC301884,Helmeted Pygmy Tyrant,1:14,,1998-12-20,06:30,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,left bank of rio Negro - terra firme forest,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301884-LOPGAL39.mp3
XC284974,Helmeted Pygmy Tyrant,0:28,,1998-12-18,10:15,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,left bank of rio Negro - terra firme forest - same bird as recorded in,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC284974-LOPGAL36.mp3
XC202362,Helmeted Pygmy Tyrant,0:12,,2009-03-06,?,Venezuela,"Orinoquia Lodge, Orinoco River Edo. Amazonas",80.0,call,[sono],A,//xeno-canto.org/sounds/uploaded/VROUALCTKG/XC202362-Helmeted%20Pygmy-Tyrant%20%28call%2C%20Orinoquia%20Lodge%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC6232,Helmeted Pygmy Tyrant,0:30,,1985-04-07,?,Venezuela,"San Carlos del Rio Negro, Amazonas",119.0,short series of pik notes.,,A,//xeno-canto.org/sounds/uploaded/IHIOGGZVQA/Lophotriccus_galeatus_23b0337_850407.mp3
XC343799,Helmeted Pygmy Tyrant,0:08,,2004-08-06,08:24,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,left bank of rio Negro - campinarana - in understory,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343799-LOPGAL40.mp3
XC326389,Helmeted Pygmy Tyrant,0:25,,2016-07-08,07:30,Brazil,"Manaus, Amazonas",70.0,call,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC326389-Lophotriccus%20galeatus_Rio%20Preto_1257.mp3
XC285263,Helmeted Pygmy Tyrant,0:31,,2004-08-07,07:23,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,terra firme forest,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC285263-UNID0686.mp3
XC284975,Helmeted Pygmy Tyrant,0:52,,1998-12-18,10:42,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,left bank of rio Negro - terra firme forest - different bird from that recorded in,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC284975-LOPGAL37.mp3
XC225205,Helmeted Pygmy Tyrant,0:26,,2006-07-24,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 394 side A track 7 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225205-Helmeted%20Pygmy-Tyrant%20B%2010218.mp3
XC225204,Helmeted Pygmy Tyrant,0:23,,2006-07-19,15:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 392 side A track 34 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225204-Helmeted%20Pygmy-Tyrant%20B%2010216.mp3
XC225203,Helmeted Pygmy Tyrant,0:35,,2006-07-24,15:30,Brazil,"Cucuy road north of Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 394 side A track 19 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC225203-Helmeted%20Pygmy-Tyrant%20B%2010219.mp3
XC202361,Helmeted Pygmy Tyrant,0:03,,2009-03-10,?,Venezuela,"Junglaven Lodge, Amazonas",120.0,call,[sono],B,//xeno-canto.org/sounds/uploaded/VROUALCTKG/XC202361-Helmeted%20Pygmy-Tyrant%20%28call%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC188549,Helmeted Pygmy Tyrant,0:18,,2014-07-21,16:00,Brazil,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",80.0,call,ID has been discussed and resolved,B,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188549-Hemitriccus%20zosterops%2021-07-2014%2016%20horas.mp3
XC144160,Helmeted Pygmy Tyrant,0:08,,2013-07-09,14:00,Brazil,"Silves, Amazonas",30.0,call,ID has been discussed and resolved,B,//xeno-canto.org/sounds/uploaded/VPCOOSQDRP/XC144160-TBKS%20%20_0072_Hemitricus%20zoosterops%20%282%29.mp3
XC97586,Helmeted Pygmy Tyrant,0:14,,1998-12-18,10:10,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,"Left bank of rio Negro. Terra firme forest. My notes were: 'small tyrannulet - bill slightly broad - base of bill pale, rest dark - head brown, a little bit bushy - back olive brown - no wingbars - below off white, slightly clouded on breast and becoming yellower on abdomen'",B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/LOPGAL03.mp3
XC284212,Helmeted Pygmy Tyrant,0:20,,1998-12-17,07:45,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,call,right bank of rio Negro - igapó forest,C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC284212-HEMZOS03.mp3
XC119287,Helmeted Pygmy Tyrant,0:20,,2010-09-30,09:30,Brazil,"Presidente Figueiredo, Amazonas",40.0,song,ID has been discussed and resolved,C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119287-Hemitriccus%20zosterops_Balbina.MP3
XC119142,Helmeted Pygmy Tyrant,0:15,,2011-01-30,08:00,Brazil,"Manaus, Amazonas",100.0,call,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119142-Lophotriccus%20galeatus_Presidente%20Figueiredo.MP3
XC145549,Screaming Piha,0:24,,1997-08-01,11:00,Brazil,"Lago Salvador, Iranduba, Amazonas",20,song,[sono],B,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/XC145549-Lipaugus-vociferans-LSalvador-Manaus-Brazil8-97-ASilveira.mp3
XC119390,Screaming Piha,0:13,,2010-06-11,07:30,Brazil,"Manaus, Amazonas",40,song,,B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119390-Lipaugus%20vociferans_Ducke.MP3
XC72670,Screaming Piha,0:37,,2010-07-23,17:15,Brazil,"Presidente Figueiredo, Amazonas",50,song,[sono],C,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/Lipaugus_vociferans-_MMelo.mp3
XC505039,Screaming Piha,0:05,,2019-08-12,16:30,Brazil,"Manacapuru, Amazonas",40,song,[sono],D,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505039-190812_1268%20Lipaugus%20vociferans.wav
XC419678,Screaming Piha,0:11,,2017-09-06,08:00,Brazil,"Presidente Figueiredo, Cachoeira da Onca RPPN, Amazonas",110,song,[sono],D,//xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC419678-STE-006%20cricri%C3%B3%20xc.mp3
XC386857,Dusky Antbird,1:17,,2017-09-07,10:20,Brazil,"Close to Ramal do Pau Rosa, Manaus, Amazonas",100,song,[sono],B,//xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC386857-STE-038%20choror%C3%B3-escuro.mp3
XC343918,Dusky Antbird,1:18,,2004-08-09,06:24,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,terra firme forest,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343918-CERTYR13.mp3
XC343916,Dusky Antbird,1:27,,2004-08-09,06:21,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,terra firme forest - faint female song in background,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343916-CERTYR12.mp3
XC300929,Dusky Antbird,0:34,,1998-12-16,17:11,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,"right bank of rio Negro - two birds in thick undergrowth on edge of open, cultivated area in terra firme forest- one bird seen briefly, about 1 m above ground - appeared to be an antbird - black or dark slate grey - wings reddish brown - single line of whitish dots on wing coverts",B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC300929-UNID0276.mp3
XC171060,Dusky Antbird,0:03,,2014-03-13,07:00,Brazil,"Manacapuru, Manacapuru, Amazonas",30,call,Note the diference between this call and the subspecie of N shore of Rio Negro.,B,//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171060-Cercomacra%20tyraninna%20Manacapuru-MA.mp3
XC119137,Dusky Antbird,0:14,,2011-01-30,07:00,Brazil,"Manaus, Amazonas",100,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119137-Cercomacra%20tyraninna_Presidente%20Figueiredo.MP3
XC89109,Dusky Antbird,0:37,,1998-12-19,07:30,Brazil,"São Gabriel da Cachoeira, Amazonas",70,"female song, male and female songs",Right bank of rio Negro. Secondary undergrowth beside cultivation. After playback.,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/CERTYR02.mp3
XC89108,Dusky Antbird,0:40,,1998-12-16,15;35,Brazil,"São Gabriel da Cachoeira, Amazonas",70,"female song, male and female songs","Right bank of rio Negro. Igapó forest, near igarapé. A single song by the female at the beginning, following the male's song.",B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/CERTYR03.mp3
XC76483,Dusky Antbird,0:09,,2010-07-21,06:00,Brazil,"Presidente Figueiredo, Amazonas",50,call,habitat: campinarama;,B,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/calls%20Cercomacra%20tyranninaMMelo.mp3
XC38655,Dusky Antbird,1:30,,2009-07-23,?:?,Brazil,"Novo Airao, Amazonas",?,"song, song of a pair",,B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/CERTYRcht20090723.mp3
XC343816,Dusky Antbird,0:33,,2004-08-07,06:19,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,right bank of rio Negro - terra firme forest,C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343816-CERTYR11.mp3
XC325795,Dusky Antbird,0:18,,2016-07-03,08:00,Brazil,"Silves, Amazonas",40,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325795-Cercomacra%20tyrannina_Itapiranga_1117.mp3
XC220787,Dusky Antbird,0:29,,2006-07-23,07:00,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 393 side B track 13 seq. A),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC220787-Dusky%20Antbird%20C%207816.mp3
XC119279,Dusky Antbird,0:22,,2010-09-30,10:00,Brazil,"Presidente Figueiredo, Amazonas",40,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119279-Cercomacra%20tiranina_Balbina.MP3
XC119130,Dusky Antbird,0:15,,2010-06-15,07:00,Brazil,"Manaus, Amazonas",90,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119130-Cercomacra%20tyraninna_Pau%20rosa.mp3
XC706437,White-eyed Tody-Tyrant,0:03,,2022-02-18,14:30,Colombia,"Bosque de Tapir - Puerto Santander, Amazonas",260,song,[sono],A,//xeno-canto.org/sounds/uploaded/JAPOPUHKWS/XC706437-Hemitriccus%20zosteros%20-%20Bosque%20Danta.mp3
XC505078,White-eyed Tody-Tyrant,0:52,,2019-03-31,09:20,Brazil,"Manacapuru, Amazonas",40,"call, song",Terra firme.,A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505078-LS111073%20White-eyed%20TodyTyrant.mp3
XC505077,White-eyed Tody-Tyrant,0:33,,2019-03-30,08:20,Brazil,"Presidente Figueiredo, Amazonas",180,song,Terra firme.,A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505077-LS111064%20White-eyed%20Tody-Tyrant.mp3
XC493822,White-eyed Tody-Tyrant,0:27,,2019-08-04,13:36,Brazil,"Iranduba, Amazonas",40,song,[sono],A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493822-4-8-2019%2013e36%20Maria%20de%20olho%20branco.mp3
XC493821,White-eyed Tody-Tyrant,0:25,,2019-08-04,13:29,Brazil,"Iranduba, Amazonas",40,song,[sono],A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493821-4-8-2019%2013e29%20Maria%20de%20olho%20branco.mp3
XC493818,White-eyed Tody-Tyrant,0:26,,2019-08-04,13:47,Brazil,"Iranduba, Amazonas",40,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493818-4-8-2019%2013e%2047%20MARIA%20DE%20OLHO%20BRANCO%20CAbeca%20de%20ouro.mp3
XC484676,White-eyed Tody-Tyrant,0:30,,2019-07-03,07:00,Brazil,"Manaus, Amazonas",60,"call, song",[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC484676-Hemitriccus%20zosterops_Bons%20Amigos_1132.mp3
XC357143,White-eyed Tody-Tyrant,0:28,,2017-02-24,08:00,Brazil,"Silves, Amazonas",40,song,[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC357143-Hemitriccus%20zosterops_Itapiranga_1226.mp3
XC224035,White-eyed Tody-Tyrant,0:58,,2006-07-24,08:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 90%. (Archiv. tape 394 side A track 4 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224035-unsplit%20White-eyed%20Tody-Tyrant%20A%2010328.mp3
XC533374,White-eyed Tody-Tyrant,1:09,,2019-11-13,10:00,Colombia,"Tarapacá, Amazonas Department. Campamento Doña Flor",90,song,[sono],B,//xeno-canto.org/sounds/uploaded/KQVLEXDIUN/XC533374-Hzosterops.mp3
XC504936,White-eyed Tody-Tyrant,0:21,,2019-03-30,8:17,Brazil,"Presidente Figueiredo, Amazonas",180,call,Terra firme.,B,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504936-LS111063%20White-eyed%20Tody-Tyrant.mp3
XC617537,Helmeted Pygmy Tyrant,0:16,,2020-12-25,09:00,Brazil,"Presidente Figueiredo, Amazonas",160,call,[sono],D,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617537-helmeted%20pygmy%20tyrant.mp3
XC536260,Yellow-browed Antbird,1:24,,2020-03-14,06:30,Brazil,"Iranduba, Amazonas",20,song,[sono],A,//xeno-canto.org/sounds/uploaded/EOJHNAIHEM/XC536260-Hypocnemis%20hypoxantha.mp3
XC148547,Yellow-browed Antbird,0:45,,2013-09-21,07:00,Brazil,"Manacapuru, Amazonas",40,song,[sono],A,//xeno-canto.org/sounds/uploaded/JDNMEJOJEQ/XC148547-Hypocnemis%20hypoxantha%20Manacapuru%2021%2009%202013.mp3
XC519007,Yellow-browed Antbird,0:17,,2019-12-07,08:30,Colombia,"Reserva Natural Selva, Leticia, Amazonas.",100,song,[sono],B,//xeno-canto.org/sounds/uploaded/KDNSIHTXJC/XC519007-Hypocnemis%20hypoxantha%20%282%29.mp3
XC505080,Yellow-browed Antbird,0:48,,2019-03-31,09:10,Brazil,"Manacapuru, Amazonas",40,song,"Terra firme. The bird kept low, just above the forest floor. Some light rain on background.",B,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505080-LS111074%20Yellow-browed%20Antbird.mp3
XC392087,Yellow-browed Antbird,0:17,,2017-11-06,14:00,Brazil,"Novo Airão, Amazonas",70,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC392087-Hypocnemis%20hipoxantha_Novo%20Airao_1965.mp3
XC352099,Yellow-browed Antbird,0:22,,2017-01-21,07:30,Brazil,"Manacapuru, Amazonas",20,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC352099-Hypocnemis%20hypoxantha_Manacapuru_1593.mp3
XC343919,Yellow-browed Antbird,0:39,,2004-08-09,06:32,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,terra firme forest,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC343919-HYPHYP16.mp3
XC287351,Yellow-browed Antbird,0:34,,2015-09-15,08:30,Brazil,"PN Jau 2, State of Amazonas",20,song,Response to playback from a pair about 1-2m up in dense understory of terra firme forest.,B,//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287351-Hypocnemis%20hypoxanthus150915_T187.mp3
XC284472,Yellow-browed Antbird,0:56,,2015-08-07,08:30,Brazil,"Novo Airão, Novo Airão, Amazonas",30,song,[sono],B,//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC284472-Yellow-browed%20Antbird%20Anavilhanas%20Lodge%20AM%207%20August%202015.mp3
XC251972,Yellow-browed Antbird,1:16,,1998-12-19,06:48,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,transitional forest - two birds moving through mid storey,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC251972-HYPHYP03.mp3
XC224515,Yellow-browed Antbird,0:46,,2006-07-23,06:45,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 393 side B track 10 seq. B),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224515-Yellow-browed%20Antbird%20B%208015.mp3
XC224514,Yellow-browed Antbird,1:38,,2006-07-23,06:45,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",,"call, song",ID certainty 100%. (Archiv. tape 393 side B track 10 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224514-Yellow-browed%20Antbird%20B%208014.mp3
XC224513,Yellow-browed Antbird,0:27,,2006-07-21,07:00,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 392 side B track 42 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224513-Yellow-browed%20Antbird%20B%208012.mp3
XC188635,Yellow-browed Antbird,0:36,,2014-07-18,07:00,Brazil,"Manacapuru, Amazonas",30,song,[sono],B,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188635-Myrmoborus%20hypoxantha%2018-07-2014%207%20horas%20e%2020%20min..MP3
XC163582,Yellow-browed Antbird,1:13,,1987-01-00,?,Colombia,"PNN Amacaycau, Leticia, Amazonas",110,song,[sono],B,//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC163582-Hypocnemis_hypoxantha_nom-FL%20Amacayacu%201987-2.mp3
XC118478,Yellow-browed Antbird,1:08,,2012-09-07,07:00,Brazil,"Manacapuru, Amazonas",30,song,,B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC118478-Hypocnemis%20hypoxantha_Iranduba_1340.mp3
XC89593,Yellow-browed Antbird,0:39,,2004-08-05,05:00,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,Right bank of rio Negro. Terra firme forest.,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/HYPHYP15.mp3
XC38710,Yellow-browed Antbird,0:58,,2009-07-23,?:?,Brazil,"Novo Airao, Amazonas",?,song,natural recording,B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/Myrmoborusmyotherinu20090723.mp3
XC855899,Yellow-browed Antbird,0:04,,2020-12-26,15:00,Brazil,"Novo Airão, Amazonas",60,,[sono],C,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855899-301520071.mp3
XC493041,Yellow-browed Antbird,0:46,,2019-08-08,07:00,Brazil,"Novo Airão, State of Amazonas",70,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC493041-Hypocnemis%20hypoxantha_Novo%20Airao_1541.mp3
XC252047,Yellow-browed Antbird,1:33,,1998-12-19,11:00,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,right bank of rio Negro - terra firme forest - ID confirmed by comparison with,C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC252047-HYPHYP04.mp3
XC536679,Buff-breasted Wren,0:21,,2017-06-24,06:30,Brazil,"Purus River, Boca do Acre, State of Amazonas",150,call,FCF02136 - Fonoteca Casa da Floresta.,,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536679-2136%20Cantorchilus%20leucotis%28calls%29_UPA07_SeringalMacapa_Pauini_AM_240617_FIG.mp3
XC536678,Buff-breasted Wren,0:08,,2017-06-21,06:30,Brazil,"Purus River, Boca do Acre, State of Amazonas",150,call,FCF02135 - Fonoteca Casa da Floresta.,,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536678-2135%20Cantorchilus%20leucotis%28call%29_UPA07_SeringalMacapa_Pauini_AM_240617_FIG.mp3
XC623853,Buff-breasted Wren,0:20,,2021-02-21,08:30,Brazil,"Iranduba, Amazonas",30,"duet, song","Not so much modification on recording, only slight lowering of the song, as it was a little bit clipped. Was in a dense tangle in the upper levels of a várzea border. The couple was rising higher and higher in the tangles, but no high stress behaviors.",A,//xeno-canto.org/sounds/uploaded/DFYFSPXYGT/XC623853-garrinch%C3%A3o.mp3
XC235912,Black-throated Antbird,0:48,,1998-12-18,06:49,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,"edge of swampy scrub - 2 cuts, spontaneous and after playback",A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC235912-MYRATR06.mp3
XC226275,Black-throated Antbird,0:10,,1993-11-01,?,Venezuela,"Junglaven area, Amazonas",100 - 300,call,ID certainty 100%. (Archiv. tape 5 side B track 17 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226275-Black-throated%20Antbird%20%208170.mp3
XC188633,Black-throated Antbird,0:42,,2014-07-18,10:00,Brazil,"Manacapuru, Amazonas",30,song,[sono],A,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188633-Myrmeciza%20athrotorax%2018-07-2014%209%20horas%20e%2045%20min..MP3
XC90017,Black-throated Antbird,0:30,,1998-12-18,11:13,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,Left bank of rio Negro. Pair in scrub on sandy soil scrub with low trees and many bromeliads.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/MYRATR08.mp3
XC90014,Black-throated Antbird,0:22,,1998-12-18,10:20,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,Left bank of rio Negro. Terra firme forest. Two males and one female low down in scrub beside road. Two different calls.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/MYRATR07.mp3
XC90008,Black-throated Antbird,0:33,,2004-08-06,08:52,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,Left bank of rio Negro. Campinarana.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/MYRATR31.mp3
XC505312,Black-throated Antbird,0:28,,2019-08-13,07:30,Brazil,"Manacapuru, Amazonas",40,song,[sono],B,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505312-190813_1310%20Myrmeciza%20atrothorax.mp3
XC505149,Black-throated Antbird,0:39,,2019-04-01,06:40,Brazil,"Cirandeira Bela, Manacapuru, Amazonas",20,song,Edge of the pousada garden.,B,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505149-LS111084%20BlackThroatedAntbird.mp3
XC434717,Black-throated Antbird,0:17,,2018-09-16,07:30,Brazil,"Presidente Figueiredo, State of Amazonas",110,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC434717-Myrmeciza%20atrothorax_PF_1038.mp3
XC326391,Black-throated Antbird,0:42,,2016-07-08,07:30,Brazil,"Manaus, Amazonas",70,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC326391-Myrmeciza%20athortorax_Rio%20Preto_1260.mp3
XC301419,Black-throated Antbird,1:10,,1998-12-18,09:42,Brazil,"São Gabriel da Cachoeira, Amazonas",70,"call, song",left bank of rio Negro - terra firme forest - pair seen - song probably by male,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301419-MYRATR38.mp3
XC226292,Black-throated Antbird,0:18,,1993-11-01,?,Venezuela,"Junglaven area, Amazonas",100 - 300,call,ID certainty 100%. (Archiv. tape 5 side B track 13 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226292-Black-throated%20Antbird%20B%208169.mp3
XC226291,Black-throated Antbird,0:20,,1993-11-01,?,Venezuela,"Junglaven area, Amazonas",100 - 300,song,ID certainty 100%. (Archiv. tape 5 side B track 43 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226291-Black-throated%20Antbird%20%208171.mp3
XC226289,Black-throated Antbird,0:04,,2006-07-17,10:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,call,ID certainty 100%. (Archiv. tape 391 side B track 8 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226289-Black-throated%20Antbird%20B%208187.mp3
XC226287,Black-throated Antbird,0:17,,2006-07-23,15:00,Brazil,"Moises trail, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 90%. (Archiv. tape 393 side B track 33 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226287-Black-throated%20Antbird%20B%208194.mp3
XC226286,Black-throated Antbird,0:38,,2006-07-22,08:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 393 side A track 15 seq. B),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226286-Black-throated%20Antbird%20B%208193.mp3
XC226285,Black-throated Antbird,0:04,,2006-07-22,08:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 393 side A track 15 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226285-Black-throated%20Antbird%20B%208192.mp3
XC226284,Black-throated Antbird,0:18,,2006-07-20,16:00,Brazil,"Cucuy road north of Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 392 side B track 25 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226284-Black-throated%20Antbird%20B%208188.mp3
XC855249,Black-throated Antbird,0:03,,2020-12-27,06:30,Brazil,"Novo Airão, Amazonas",60,,[sono],C,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855249-301559601.mp3
XC854670,Black-throated Antbird,0:09,,2020-12-28,05:30,Brazil,"Manacapuru, Amazonas",30,,[sono],C,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC854670-301570631.mp3
XC226299,Black-throated Antbird,0:23,,2006-07-22,06:30,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 393 side A track 5 seq. A),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226299-Black-throated%20Antbird%20B%208189.mp3
XC76491,Black-throated Antbird,0:06,,2010-07-25,07:50,Brazil,"Presidente Figueiredo, Amazonas",50,song,foraging;,C,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/M%20atrothorax%20MMelo.mp3
XC494358,Amazonian Barred Woodcreeper,0:11,,2019-07-30,7:44,Brazil,"Manaus, Amazonas",110,song,Na torre do MUSA. Talvez um arapaçu  ou o papa lagarta de euler (Coccyzus euleri).,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494358-ICOGNITA3%20%28Arapacu%29%20%2030-7-2019%207e44.mp3
